text,sentiment,text_length,positive_score,negative_score,entity_count,adj_ratio,verb_ratio,noun_ratio,negation_flag
addict me okay i admit i need help  but i have been writing hits big bro i really really have smile,2,99,4.0,0.0,0,0.0454545454545454,0.1818181818181818,0.1818181818181818,0
gangstarr exgirl to the next girl nas one mic hold on i still cant listen so i guess it dont matter,1,99,1.0,0.0,2,0.0869565217391304,0.1739130434782608,0.1304347826086956,1
lets make this last forever,2,27,0.0,0.0,0,0.2,0.2,0.2,0
at the taste a addison w her fav ppl,1,36,0.0,0.0,0,0.0,0.0,0.2222222222222222,0
absolutely nothin,1,17,0.0,0.0,0,0.0,0.0,0.0,0
its your inherent humility,2,26,0.0,0.0,0,0.25,0.0,0.25,0
watching boxing and waiting to go out to hollywood tonight,1,58,0.0,0.0,1,0.0,0.3,0.3,0
home from ice cream tweetup my very first tweetup no pics because my camera battery died last night and i forgot to charge it,0,125,0.0,5.0,2,0.0416666666666666,0.2083333333333333,0.25,1
i ran out of facebook quizzes lol grocery shopping then work wt,1,63,3.0,0.0,0,0.0,0.25,0.4166666666666667,0
is ready for a productive friday one of the last of the year,2,60,0.0,0.0,2,0.2307692307692307,0.0,0.0769230769230769,0
bom apetite,1,11,0.0,0.0,0,0.0,0.0,1.0,0
ahh members of the toasters and  playing with void union sick i missed  and we are the union,0,92,0.0,4.0,0,0.05,0.1,0.25,0
i dont get as much time here either its going to get worse now that the girls r home for summer  it stinks,0,106,0.0,5.0,1,0.08,0.2,0.16,1
why did u copy wot i wrote hmm,1,30,0.0,0.0,0,0.0,0.25,0.125,0
yeah  i downloaded her whole album  the fame  i miss you taking care of me  hahah,1,81,2.0,0.0,0,0.05,0.15,0.15,0
lol my other tankdps friend is having the same problem in a different guild  wtf is wrong with this server,0,106,0.0,4.0,0,0.1904761904761904,0.0952380952380952,0.238095238095238,0
hugs listening to ebtg each  every one perfect for public hol monday morn with cuppa t,1,86,5.0,0.0,1,0.1176470588235294,0.1176470588235294,0.1764705882352941,0
its a travesty no and the people who are doing this said theyd think about involving joss whedon,1,96,0.0,3.0,1,0.0,0.2105263157894736,0.1052631578947368,0
cashflow forecasts are fun but big red numbers arent,1,52,5.0,0.0,0,0.4,0.0,0.2,1
all is wellthat ends well  unless of course well times the power of three  the sum of ends if x being all,2,105,0.0,0.0,1,0.0,0.0416666666666666,0.1666666666666666,0
thats the prob no idea how to meet guys met all my exs online  now ive dated that pool dry,1,90,0.0,1.0,0,0.0434782608695652,0.1739130434782608,0.217391304347826,0
yearold girl battles rare breast cancer,2,39,0.0,2.0,0,0.1666666666666666,0.1666666666666666,0.5,0
ooh cutting i like you,2,22,1.0,0.0,0,0.0,0.4,0.0,0
didnt enjoy having to say goodbye to alex v emotional times  but the sun is making me happy,1,91,5.0,0.0,1,0.1,0.2,0.15,1
deck building buddy missing in action,1,37,0.0,2.0,0,0.0,0.1666666666666666,0.6666666666666666,0
a midwest girl lolso close and yet so far,2,41,0.0,0.0,0,0.1111111111111111,0.0,0.1111111111111111,0
no  i was thinking just before how much i miss my tdub,0,54,0.0,3.0,0,0.0,0.1538461538461538,0.0769230769230769,0
happy mothers dayi had a gr day with my kids  my mum,2,52,3.0,0.0,0,0.1538461538461538,0.1538461538461538,0.3076923076923077,0
a herewaz uuuup   seriously glad yall had fun  too bad my invite got lost in the mail lol peace xo,1,98,10.0,0.0,0,0.0869565217391304,0.0869565217391304,0.3043478260869565,0
eww dislike,0,11,0.0,2.0,0,0.0,0.0,0.5,0
going out for the good ol soak tonight for a mothers day feed       in love more then ever,2,90,6.0,0.0,1,0.1052631578947368,0.0526315789473684,0.3157894736842105,0
im fighting off feeling sick hoping its just tired im really not feeling too well though,0,88,0.0,2.0,0,0.1111111111111111,0.2222222222222222,0.0,1
i didnt check twitter till just now thanks everyone for all the congrats i really really appreciate it  fb,2,106,6.0,0.0,0,0.0,0.1428571428571428,0.1428571428571428,1
trying to upload one thousand photos,1,36,0.0,0.0,1,0.0,0.3333333333333333,0.1666666666666666,0
good night erin  i wouldnt say that this is early or that you are old,2,69,3.0,0.0,0,0.1764705882352941,0.0588235294117647,0.1176470588235294,1
thanks were still all passing around germs here but were surviving  have i missed anything,1,90,2.0,0.0,0,0.0,0.1875,0.125,0
so now i dont get my car back til monday boooo,1,46,0.0,0.0,1,0.0,0.0833333333333333,0.0833333333333333,1
can u add ur link i cant find u on youtube,1,42,0.0,0.0,0,0.0,0.1666666666666666,0.1666666666666666,1
is going to a wedding in the afternoon,1,38,0.0,0.0,1,0.0,0.125,0.25,0
got the best mothers day present from tys it made me cry uncontrollably and it wasnt a present,2,94,2.0,0.0,1,0.1578947368421052,0.1578947368421052,0.1052631578947368,1
took some phogs,1,15,0.0,0.0,0,0.0,0.3333333333333333,0.3333333333333333,0
little girls and their shallowness annoy me on the good side i didnt straighten my hair at all today and it looks some what decent,1,130,1.0,0.0,1,0.1153846153846153,0.1153846153846153,0.1923076923076923,1
for my books no complaints  more than i had plus im on book voucher,1,67,0.0,3.0,0,0.0625,0.125,0.1875,0
good to have a boyfriend like you,2,33,5.0,0.0,0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0
when living in spainyou can never take a hot shower for grantedluckily i have nice friends across the street,2,108,3.0,0.0,0,0.1052631578947368,0.1578947368421052,0.2105263157894736,1
i going to go to bed  i failed miserably at booking a holiday  although i do seem to have a new follower high five x,0,116,0.0,5.0,1,0.074074074074074,0.2222222222222222,0.1481481481481481,0
ahh that would be a good reason heh hope that goes well hun,2,59,5.0,0.0,0,0.0769230769230769,0.1538461538461538,0.2307692307692307,0
you finally watched hes just not that into you arizzard  justin long is sexy isnt he i told ya,1,94,3.0,0.0,2,0.0454545454545454,0.1363636363636363,0.0454545454545454,1
my knee hurts,0,13,0.0,2.0,0,0.0,0.3333333333333333,0.3333333333333333,0
_ii its foggy here,1,18,0.0,0.0,0,0.0,0.0,0.2,0
this hole twitter thing is new too me its not letting me change my picture so your stuvk with the wee stpid thing for now,0,121,0.0,0.0,0,0.12,0.08,0.2,1
getting ready to ship a care package to the daughter shes not coming home this summer from college,1,98,2.0,0.0,1,0.0526315789473684,0.1578947368421052,0.2631578947368421,1
no sorry twitter sucks balls since the replys change  fixreplies,0,64,0.0,5.0,0,0.0909090909090909,0.0909090909090909,0.4545454545454545,0
i lost a follower  oh well probably one of those mute ones anyway,0,65,0.0,3.0,1,0.0714285714285714,0.0714285714285714,0.1428571428571428,0
just ordered an asus eee pc,1,27,0.0,0.0,0,0.0,0.1666666666666666,0.5,0
_rain oh what the hell  way to tell me,0,38,0.0,4.0,0,0.0,0.0909090909090909,0.2727272727272727,0
your not alone,1,14,0.0,2.0,0,0.0,0.0,0.0,1
finally finished my  film final  well all except  part but idk how to do it,1,75,0.0,0.0,0,0.0,0.1666666666666666,0.1666666666666666,0
gooooonight twitter i hope im better tomorrow,2,45,4.0,0.0,1,0.125,0.25,0.125,0
who sings i remember i alwaysss hear it on radio  but never catch the artist,1,76,0.0,0.0,0,0.0,0.3125,0.125,1
im trying to fix myself really but i need to stop cutting myself,0,64,0.0,2.0,0,0.0,0.3571428571428571,0.0,0
yeah planning to do that actually got a kinokuniya discount card so im going to splurge  just worried about being overwhelmed,0,125,0.0,2.0,0,0.0434782608695652,0.217391304347826,0.1739130434782608,0
tomorrow its the final competition,1,34,0.0,0.0,1,0.2,0.0,0.4,0
better get to sleep dodger gamemothers day maro  ewl i have to wake up at,1,73,2.0,0.0,1,0.0625,0.25,0.25,0
thanks i will tell her my friends on twitter say so,2,51,2.0,0.0,0,0.0,0.1818181818181818,0.1818181818181818,0
hate being sick  especially when theres no one to pamper me,0,59,0.0,6.0,0,0.0769230769230769,0.1538461538461538,0.0769230769230769,0
woke up,1,7,0.0,0.0,0,0.0,0.5,0.0,0
just finished lunchsubway eat freshnow gotta go back to work,1,60,0.0,0.0,0,0.0,0.2727272727272727,0.2727272727272727,0
ohhh beautiful place you on hols go steady on the mead,2,54,3.0,0.0,0,0.1818181818181818,0.0909090909090909,0.2727272727272727,0
tonights a great night for sports the yanks and lakers are both playing i want to watch the games but im still scared to drink,1,126,2.0,0.0,0,0.0769230769230769,0.1923076923076923,0.2307692307692307,0
i have the bigggest headache,0,28,0.0,2.0,0,0.2,0.2,0.2,0
fatigue settling in but gotta power through awesome seats again tonight im pretty lucky life aint too bad,2,105,3.0,0.0,1,0.1428571428571428,0.1904761904761904,0.238095238095238,1
i know i was wrong maybe i shouldnt did all of those  things like that,0,70,0.0,0.0,0,0.0588235294117647,0.1176470588235294,0.0588235294117647,1
youre welcome chica,2,19,2.0,0.0,0,0.25,0.25,0.0,0
im fine ive just been trying to figure out the meaning behind this song and i cant think of anything  urlmincnmt,2,112,2.0,0.0,0,0.04,0.16,0.12,1
lmao ive never met anyone who liked caramel this much,1,53,6.0,0.0,0,0.0,0.1818181818181818,0.0,1
oh no i hate that,0,17,0.0,4.0,0,0.0,0.2,0.0,0
movie and popcorn time,1,22,0.0,0.0,0,0.0,0.25,0.5,0
interesting people like you should never be bored tooshers,1,58,2.0,0.0,0,0.2222222222222222,0.0,0.2222222222222222,1
holy cute dexter has already lost his kitten face  gettin a chunky butt since we got back from qld too haha,2,107,2.0,0.0,0,0.1363636363636363,0.0909090909090909,0.2272727272727272,0
naw forget it then i will only if u take them,1,45,0.0,1.0,0,0.0,0.1818181818181818,0.0909090909090909,0
supernatural at pm on ten counting down,0,39,0.0,0.0,2,0.1428571428571428,0.0,0.2857142857142857,0
im at work,1,10,0.0,0.0,0,0.0,0.25,0.25,0
a banana and  cups of coffeenot a so healthy breakfast,0,54,2.0,0.0,0,0.0909090909090909,0.0,0.2727272727272727,0
and before i crash grilled chicken breast w reefried beans  gnite twitties,1,74,0.0,2.0,0,0.0,0.2307692307692307,0.2307692307692307,0
ooh hayfever has struckthought i was going to avoid it this year but nooo  remedies anyone,0,90,0.0,1.0,2,0.0,0.2352941176470588,0.1176470588235294,0
i never was good at platform games,0,34,3.0,0.0,0,0.1428571428571428,0.0,0.2857142857142857,1
womp womp woooomp,2,17,0.0,0.0,0,0.0,0.0,0.3333333333333333,0
city in a bittt,1,15,0.0,0.0,0,0.0,0.0,0.5,0
if its too hard go to ur guy peicing person and he shoud change it cause mine be hard to change to,0,98,0.0,2.0,0,0.1363636363636363,0.2272727272727272,0.0909090909090909,0
u were doing good with the replys now u fallin off sad face,0,59,1.0,0.0,1,0.0769230769230769,0.0769230769230769,0.2307692307692307,0
about to dye my hair and do my nails,1,36,0.0,0.0,0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0
learning french  funy schoolday today  dont be mad about english,1,64,0.0,3.0,3,0.1538461538461538,0.0769230769230769,0.1538461538461538,1
dyed my hair back to black,1,26,0.0,0.0,0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0
making mothers day gift,1,23,2.0,0.0,0,0.0,0.25,0.75,0
uhhh not yet maybe my dm inbox is just slow ill let you know when it shows,0,74,0.0,2.0,0,0.1176470588235294,0.1764705882352941,0.0588235294117647,1
me too i dont know why every time i listen to it i start to cry,1,63,0.0,1.0,0,0.0,0.2352941176470588,0.0588235294117647,1
ugh feeling sick to my stomach and i have five more hours of work to go,0,71,0.0,3.0,1,0.125,0.1875,0.1875,0
hey i saw snl nitei loved it especially the crumpin  scene  crumpin dub wow hilarious,2,85,9.0,0.0,0,0.0588235294117647,0.1176470588235294,0.3529411764705882,0
maybe i missed my chance this time,0,34,0.0,0.0,0,0.0,0.1428571428571428,0.2857142857142857,0
paramore songs one of the best currently listening to emergency,2,63,1.0,0.0,1,0.1,0.2,0.2,0
not columbus but just wanted to say sorry to be missing indiana show tomorrow so sad  i will be in the woods with  gs,0,117,0.0,5.0,1,0.0769230769230769,0.1153846153846153,0.2307692307692307,1
a new baby how exciting  congrats in advance,2,44,5.0,0.0,0,0.2222222222222222,0.0,0.3333333333333333,0
yes this nba song is great  got an old funny nba cheerleader remix song ohrwurm of the day colorblind,2,101,8.0,0.0,0,0.15,0.05,0.25,0
pegelcape ya keliling kuilbuttotally awesomewas amazed by the templecultureambiencetruly amazing thailand,2,105,6.0,0.0,2,0.1818181818181818,0.1818181818181818,0.0909090909090909,0
just looked at your page and realised it was a radio show get them to play call it what you want so love that track,2,115,4.0,0.0,0,0.0,0.32,0.12,0
thats the problem the earphones i get here dont last more than  months no matter what brand or price,0,100,0.0,2.0,1,0.0454545454545454,0.1363636363636363,0.2272727272727272,1
the signal that makes your internet go is pretty bad  getting a tech out will get that fixed up though,1,102,0.0,2.0,0,0.0476190476190476,0.238095238095238,0.1428571428571428,0
ym meebo  ebuddy really hate us,0,31,0.0,3.0,1,0.0,0.1428571428571428,0.0,0
white house joins social networking sites    better late than never,2,67,2.0,0.0,1,0.0909090909090909,0.1818181818181818,0.0909090909090909,0
it was only announced in the last few days due to cancer i think,1,64,0.0,1.0,1,0.1428571428571428,0.1428571428571428,0.1428571428571428,0
so true donna  wish you a joyfull sunday siddy,2,46,3.0,0.0,2,0.2,0.1,0.2,0
room is clean now its time for breakfast,1,40,2.0,0.0,0,0.125,0.0,0.375,0
well here i go off to work,1,26,0.0,0.0,0,0.0,0.2857142857142857,0.0,0
juice i miss juice any fruit,0,28,0.0,2.0,0,0.0,0.1666666666666666,0.3333333333333333,0
lots of things nico gud news i have a job bad news its in the middle of nowhere got my phone  twitter but cnt play videos,1,121,0.0,3.0,0,0.074074074074074,0.1111111111111111,0.3333333333333333,0
cool i saw it now in the link thanks,2,36,3.0,0.0,0,0.0,0.1111111111111111,0.2222222222222222,0
ahhh  am meetings  thanks reimer,0,32,2.0,0.0,0,0.1428571428571428,0.0,0.4285714285714285,0
thx old computer here too slow for both kubuntu and blender really,0,66,0.0,0.0,0,0.1666666666666666,0.0,0.25,0
my blog is now updated,1,22,0.0,0.0,0,0.0,0.2,0.2,0
a bunny was eating my moms plants naturally she started shooting no more bunny,1,78,0.0,1.0,0,0.0714285714285714,0.2142857142857142,0.2142857142857142,1
i will be sending it to you when i get my first check if i make enough lol i have only worked like  hours so far,1,112,5.0,0.0,2,0.074074074074074,0.1481481481481481,0.1111111111111111,0
but he got to do it with effy,1,29,0.0,0.0,0,0.0,0.25,0.125,0
still doing grench paper and still getting distracted,0,53,0.0,2.0,0,0.0,0.25,0.25,0
i saw you started following me   welcome  what do you do in akl and for whom,2,76,2.0,0.0,0,0.0,0.2777777777777778,0.0,0
_h ok so who do you know on daisy of love and have you seen it yet oh lord,1,74,3.0,0.0,0,0.0,0.1,0.1,0
so i got to my exam centre n they said we cant let u becuz of your sleeveless top u cud believe that i had to go home,0,117,2.0,0.0,1,0.0689655172413793,0.2068965517241379,0.1034482758620689,1
figuring out wats wrong with her she can drink but cant eat,0,59,0.0,2.0,0,0.0769230769230769,0.2307692307692307,0.0769230769230769,1
i was kiddin with you shy is not a word id use to describe me,1,61,0.0,1.0,0,0.0625,0.125,0.25,1
fyi putting makeup on under flourescents  fail  oh facepeely why must you look so hideous also wheres my lipstick,0,113,0.0,5.0,0,0.0454545454545454,0.1818181818181818,0.1363636363636363,0
ac is broke at the house waiting to get an estimate on timeframe to repair on the bright side gonna join colab this week,1,120,1.0,0.0,2,0.04,0.24,0.2,0
sadly cannot listen  sob,0,24,0.0,2.0,0,0.0,0.1666666666666666,0.0,1
wee are going to the movies tonight to see wolverine,1,52,0.0,0.0,1,0.0,0.2,0.3,0
wants chocolate milkkk,1,22,0.0,0.0,0,0.0,0.3333333333333333,0.6666666666666666,0
friday here at last not much fun when your skint though,0,55,4.0,0.0,1,0.1818181818181818,0.0,0.1818181818181818,1
equations and graphs,1,20,0.0,0.0,0,0.0,0.0,0.6666666666666666,0
dont fall to celebrity worship though just write what you think do the best you can and rock on,2,95,3.0,0.0,0,0.05,0.25,0.1,1
im home yay unpacked everything now just got to wash it all,2,59,0.0,0.0,0,0.0,0.3076923076923077,0.1538461538461538,0
wow my grandma passed awayim too sick to even think i know shes in a better place now,0,85,4.0,0.0,0,0.1052631578947368,0.2105263157894736,0.1052631578947368,0
